essay_id_comp,prompt_name,task
2558BFD73442,Seeking multiple opinions,Independent
255C21BE7CFB,Seeking multiple opinions,Independent
255E3A6F95D4,Grades for extracurricular activities,Independent
2568B64DB374,Grades for extracurricular activities,Independent
256E7C7650C8,Summer projects,Independent
2575D2691B29,Seeking multiple opinions,Independent
2577AEEDE0B5,Distance learning,Independent
2579DC590809,Cell phones at school,Independent
257D81CFBA84,Cell phones at school,Independent
258C98EFD4F8,Distance learning,Independent
258F5D734299,Seeking multiple opinions,Independent
259C2BDB1FFF,Community service,Independent
259C732E5942,Mandatory extracurricular activities,Independent
25A6881175B1,Community service,Independent
25A98E60DA30,Community service,Independent
25B15676D65B,Seeking multiple opinions,Independent
25B1E8E15BCB,Distance learning,Independent
25BCAAC2FE62,Cell phones at school,Independent
25BCD7176327,Cell phones at school,Independent
25C29A8F08C3,Distance learning,Independent
25C37AACECA3,Grades for extracurricular activities,Independent
25C400582197,Grades for extracurricular activities,Independent
25C41D233D24,Mandatory extracurricular activities,Independent
25C5C068B05E,Seeking multiple opinions,Independent
25C803068D4C,Grades for extracurricular activities,Independent
25DE215F8B82,Distance learning,Independent
25E486CDCCBB,Community service,Independent
25E5A9483945,Community service,Independent
25EE1A06C0D9,Cell phones at school,Independent
25F15C75DBE2,Distance learning,Independent
25F39A646127,Cell phones at school,Independent
25F76B255B43,Mandatory extracurricular activities,Independent
25FA1DF1C205,Distance learning,Independent
25FC80C2D25E,Distance learning,Independent
25FCAC7AE925,Mandatory extracurricular activities,Independent
25FEFF118AEA,Mandatory extracurricular activities,Independent
26018F746873,Community service,Independent
26078C934E0F,Community service,Independent
260791E4C620,Community service,Independent
26089316800B,Community service,Independent
260CD1DDA84C,Summer projects,Independent
260D9A25B1C9,Community service,Independent
2617310033A4,Cell phones at school,Independent
262A455A7060,Seeking multiple opinions,Independent
262D4488693E,Grades for extracurricular activities,Independent
2634F01562BB,Cell phones at school,Independent
26370DAD607F,Community service,Independent
263A29FC4FB1,Seeking multiple opinions,Independent
263E94CD1C90,Summer projects,Independent
263FD8ADA546,Summer projects,Independent
2640CD15FE02,Distance learning,Independent
26432FDB0644,Summer projects,Independent
26453BA910DE,Distance learning,Independent
2646BB37564C,Cell phones at school,Independent
26485BBC6E47,Cell phones at school,Independent
2648CF0962FC,Seeking multiple opinions,Independent
264C52745EE1,Community service,Independent
264E2A6BC7E6,Mandatory extracurricular activities,Independent
26557C3672F2,Cell phones at school,Independent
2671F96E9F5F,Summer projects,Independent
2674CCDD70E6,Grades for extracurricular activities,Independent
26788B95F2F2,Grades for extracurricular activities,Independent
267F9C38F948,Cell phones at school,Independent
26810C6F8A51,Mandatory extracurricular activities,Independent
268675CF9C2B,Mandatory extracurricular activities,Independent
2686D9471361,Distance learning,Independent
268FBF7E756F,Summer projects,Independent
269088714D10,Mandatory extracurricular activities,Independent
2693AFBE8AEF,Grades for extracurricular activities,Independent
269483FFAB82,Cell phones at school,Independent
26981B151FD2,Seeking multiple opinions,Independent
269BCDCD7A56,Grades for extracurricular activities,Independent
26A2D097B6CB,Mandatory extracurricular activities,Independent
26A9D74443D0,Distance learning,Independent
26B43880FD1E,Mandatory extracurricular activities,Independent
26B9F1A418E2,Grades for extracurricular activities,Independent
26BF9C028BF5,Community service,Independent
26CAE294C16B,Mandatory extracurricular activities,Independent
26D70B50EB41,Grades for extracurricular activities,Independent
26D82BAF75DB,Summer projects,Independent
26E36C5938C1,Distance learning,Independent
26EC49492A0F,Mandatory extracurricular activities,Independent
26ED9496E08C,Cell phones at school,Independent
26F0870BE37F,Distance learning,Independent
26F1A49ABC3E,Distance learning,Independent
26F783EC8DF5,Grades for extracurricular activities,Independent
270498B515AB,Distance learning,Independent
2704E9C5DD78,Distance learning,Independent
270BC1D689DF,Distance learning,Independent
270C135130B5,Cell phones at school,Independent
270C9CF15B1B,Mandatory extracurricular activities,Independent
27132DEB3498,Grades for extracurricular activities,Independent
2714214F7D9E,Community service,Independent
271CBAA44AC3,Grades for extracurricular activities,Independent
2723DB12AC00,Distance learning,Independent
2726E31ECDC6,Seeking multiple opinions,Independent
27323553A085,Distance learning,Independent
27347E260F1C,Community service,Independent
273863D43441,Community service,Independent
273A6BFCD55B,Mandatory extracurricular activities,Independent
273D52E9DC95,Seeking multiple opinions,Independent
273FB0645ADE,Mandatory extracurricular activities,Independent
2741B42624E4,Community service,Independent
274FC279EC5D,Mandatory extracurricular activities,Independent
2754EA322F36,Mandatory extracurricular activities,Independent
275D05200160,Distance learning,Independent
276663841FCE,Community service,Independent
276B92955757,Cell phones at school,Independent
2770798B73B2,Community service,Independent
277530A14E18,Mandatory extracurricular activities,Independent
27778596AFD5,Grades for extracurricular activities,Independent
278800A79148,Summer projects,Independent
278C1879DA87,Seeking multiple opinions,Independent
27910796A7B1,Summer projects,Independent
27A071CC4338,Seeking multiple opinions,Independent
27A2E22A4634,Distance learning,Independent
27A806C76E9F,Summer projects,Independent
27AAF664DF23,Cell phones at school,Independent
27ABA3D8F2FE,Summer projects,Independent
27ACC3AD950F,Community service,Independent
27ADAEF01316,Distance learning,Independent
27AFA00901D3,Distance learning,Independent
27B51EEF47E7,Distance learning,Independent
27C1F6B19E89,Distance learning,Independent
27C2C3000FBC,Seeking multiple opinions,Independent
27C6C2D4CC0B,Cell phones at school,Independent
27C714014E17,Distance learning,Independent
27D28F942C45,Community service,Independent
27D30B303EEE,Grades for extracurricular activities,Independent
27D3919AEAE2,Seeking multiple opinions,Independent
27D868D68359,Community service,Independent
27E6536433B9,Mandatory extracurricular activities,Independent
27E6F6FD3EB0,Grades for extracurricular activities,Independent
27F4D048EB58,Cell phones at school,Independent
27F648D17D4D,Cell phones at school,Independent
27FC2D31B704,Seeking multiple opinions,Independent
27FF1FD699B1,Distance learning,Independent
280C6F2C65F0,Cell phones at school,Independent
280D13EB16F0,Mandatory extracurricular activities,Independent
280F4A13DE2B,Cell phones at school,Independent
2818231D67EE,Summer projects,Independent
2823EC999322,Mandatory extracurricular activities,Independent
2823F7B47127,Distance learning,Independent
2825E78AC8A9,Community service,Independent
282920A19940,Community service,Independent
282AC137C622,Distance learning,Independent
282C1013B7B5,Community service,Independent
282D1DEB08F3,Distance learning,Independent
28314B1AC842,Summer projects,Independent
283EDC22483C,Grades for extracurricular activities,Independent
2844FD2BF83B,Distance learning,Independent
285F882853A4,Cell phones at school,Independent
2863DFA5BB0D,Distance learning,Independent
286C3B565456,Distance learning,Independent
2871CFE6B66D,Summer projects,Independent
2874CC27310F,Seeking multiple opinions,Independent
28775172455A,Distance learning,Independent
28782BBE3CBA,Grades for extracurricular activities,Independent
287A262E4417,Grades for extracurricular activities,Independent
287F79B6D6F6,Distance learning,Independent
287FB47E4D2A,Mandatory extracurricular activities,Independent
288183B3184A,Distance learning,Independent
28823EC65BA2,Distance learning,Independent
2891B0280044,Cell phones at school,Independent
2897B71A5E94,Distance learning,Independent
28A6D4AB0F50,Seeking multiple opinions,Independent
28A7B5B9219E,Grades for extracurricular activities,Independent
28B00BFB8BD3,Grades for extracurricular activities,Independent
28B166158C54,Cell phones at school,Independent
28CA29BE678E,Mandatory extracurricular activities,Independent
28CFE95203D4,Summer projects,Independent
28DB1BCCB6AF,Distance learning,Independent
28ECC096EEBA,Community service,Independent
28EF3F88FB87,Distance learning,Independent
28F1E43C7884,Grades for extracurricular activities,Independent
28F2073AD0CD,Distance learning,Independent
28FF89DC3B40,Mandatory extracurricular activities,Independent
290021A1D937,Summer projects,Independent
2907A97CC7C4,Grades for extracurricular activities,Independent
2908D48CE405,Mandatory extracurricular activities,Independent
2909EE180A2A,Grades for extracurricular activities,Independent
290C7EB656AB,Community service,Independent
2913843F6DE1,Mandatory extracurricular activities,Independent
29192A5DEFD5,Summer projects,Independent
291D2BC7F86A,Grades for extracurricular activities,Independent
29203AAA6CC5,Summer projects,Independent
2922D6AF678F,Seeking multiple opinions,Independent
29235C3B3472,Seeking multiple opinions,Independent
2929DA478E37,Grades for extracurricular activities,Independent
292E4A40F481,Distance learning,Independent
292FF100BEF8,Seeking multiple opinions,Independent
29371D115009,Mandatory extracurricular activities,Independent
2939DD925D5F,Community service,Independent
2939F620E6BE,Mandatory extracurricular activities,Independent
293B615771F9,Community service,Independent
293C1D45E66B,Summer projects,Independent
293FDE512821,Grades for extracurricular activities,Independent
294167CBC710,Seeking multiple opinions,Independent
29450AD2A452,Community service,Independent
294C41270CAB,Distance learning,Independent
29502FC048A0,Summer projects,Independent
2958AC21BB05,Cell phones at school,Independent
296228784AA5,Mandatory extracurricular activities,Independent
29627B30B5A6,Seeking multiple opinions,Independent
2962D1BB17A2,Seeking multiple opinions,Independent
29687C1F98F1,Distance learning,Independent
29712E7FC7C8,Community service,Independent
29765A8DA7DC,Cell phones at school,Independent
297E9F6638BC,Grades for extracurricular activities,Independent
29899EC43F4A,Distance learning,Independent
298E5C25E843,Distance learning,Independent
29905A8482BC,Distance learning,Independent
2990DEB561F1,Grades for extracurricular activities,Independent
299591FA8205,Community service,Independent
299831F64225,Cell phones at school,Independent
299A4489B427,Distance learning,Independent
29A05955A444,Grades for extracurricular activities,Independent
29A53E96B8C4,Cell phones at school,Independent
29AB81B05092,Summer projects,Independent
29B1CA7F267E,Grades for extracurricular activities,Independent
29B80B7D1092,Distance learning,Independent
29BB45AA907C,Seeking multiple opinions,Independent
29BB51045AD5,Seeking multiple opinions,Independent
29BCE8906E8E,Grades for extracurricular activities,Independent
29BE597866EE,Community service,Independent
29C1E2CE5DB3,Distance learning,Independent
29C9EF546659,Summer projects,Independent
29CA453A339D,Seeking multiple opinions,Independent
29CAF243AA8C,Mandatory extracurricular activities,Independent
29D0D6C26624,Distance learning,Independent
29D2B919695A,Distance learning,Independent
29DD7B64A099,Community service,Independent
29DD86A89693,Seeking multiple opinions,Independent
29E116AF432A,Grades for extracurricular activities,Independent
29E443A561CC,Community service,Independent
29E8E5721F82,Mandatory extracurricular activities,Independent
29EA4DF2C9B0,Mandatory extracurricular activities,Independent
29F0053BC75F,Cell phones at school,Independent
29F34BD4DD98,Summer projects,Independent
29F53618A9F7,Community service,Independent
29F5457E7E90,Mandatory extracurricular activities,Independent
29F61F8EACF0,Seeking multiple opinions,Independent
